variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se,source_base,source_base_label,outcome_short,base_short
wdj_citizen_lag1,-0.6601695817178612,Mixed Outcome,Mixed Outcome,0.4247023738062347,0.1200821789057467,spec_c_attack,Expands Expression,,-0.66 (0.425),expand,Expands Expression,mixed,expand
v2jupoatck_lag1,0.1497107643452133,Contracts Expression,Contracts Expression,0.1224432648860394,0.2214449267261733,spec_c_attack,Expands Expression,,0.15 (0.122),expand,Expands Expression,contract,expand
v2jupoatck_lag1,-0.0316976904829706,Mixed Outcome,Mixed Outcome,0.0949165976603612,0.7384149619192591,spec_c_attack,Expands Expression,,-0.032 (0.095),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.4444024752914166,Contracts Expression,Contracts Expression,1.1663897908022454,0.0031465527277227,spec_c_attack,Expands Expression,***,-3.444*** (1.166),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,2.252138264871105,Mixed Outcome,Mixed Outcome,0.9113110919080448,0.0134616566031159,spec_c_attack,Expands Expression,**,2.252** (0.911),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.7588454541255973,Contracts Expression,Contracts Expression,0.3031682725635805,0.0123128022277799,spec_c_attack,Expands Expression,**,-0.759** (0.303),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4961594360459509,Mixed Outcome,Mixed Outcome,0.3631234270242269,0.1718241740067109,spec_c_attack,Expands Expression,,-0.496 (0.363),expand,Expands Expression,mixed,expand
legal_common,1.8345995752637885,Contracts Expression,Contracts Expression,0.3452481047668514,1.073279734243119e-07,spec_c_attack,Expands Expression,***,1.835*** (0.345),expand,Expands Expression,contract,expand
legal_common,1.121531032364668,Mixed Outcome,Mixed Outcome,0.38018021638202,0.0031777556882908,spec_c_attack,Expands Expression,***,1.122*** (0.38),expand,Expands Expression,mixed,expand
legal_civil,0.3799328998365647,Contracts Expression,Contracts Expression,0.3473897016936456,0.2740956887698674,spec_c_attack,Expands Expression,,0.38 (0.347),expand,Expands Expression,contract,expand
legal_civil,0.319414132989636,Mixed Outcome,Mixed Outcome,0.3228188825323496,0.3224415223242947,spec_c_attack,Expands Expression,,0.319 (0.323),expand,Expands Expression,mixed,expand
high_court,-0.5534254653467272,Contracts Expression,Contracts Expression,0.2748840817613827,0.0440825644976683,spec_c_attack,Expands Expression,**,-0.553** (0.275),expand,Expands Expression,contract,expand
high_court,0.0351377329940753,Mixed Outcome,Mixed Outcome,0.1523662981461654,0.8176150395579574,spec_c_attack,Expands Expression,,0.035 (0.152),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1478070373358841,Contracts Expression,Contracts Expression,0.2711391091012692,0.5856616384864286,spec_c_attack,Expands Expression,,-0.148 (0.271),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3915746845301734,Mixed Outcome,Mixed Outcome,0.1899033516626616,0.0392107574402732,spec_c_attack,Expands Expression,**,-0.392** (0.19),expand,Expands Expression,mixed,expand
wdj_intermediaries_lag1,0.8389641428712504,Contracts Expression,Contracts Expression,0.6360622038204057,0.1871701131979719,spec_im_attack,Expands Expression,,0.839 (0.636),expand,Expands Expression,contract,expand
wdj_intermediaries_lag1,0.443127194347368,Mixed Outcome,Mixed Outcome,0.5484703390439952,0.4191292496330279,spec_im_attack,Expands Expression,,0.443 (0.548),expand,Expands Expression,mixed,expand
v2jupoatck_lag1,0.1483603814860418,Contracts Expression,Contracts Expression,0.1177861884039378,0.2078231991881191,spec_im_attack,Expands Expression,,0.148 (0.118),expand,Expands Expression,contract,expand
v2jupoatck_lag1,-0.0253172837058656,Mixed Outcome,Mixed Outcome,0.1019400718245329,0.803860072849364,spec_im_attack,Expands Expression,,-0.025 (0.102),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.5314017540356297,Contracts Expression,Contracts Expression,1.1301388307534013,0.0017795599483664,spec_im_attack,Expands Expression,***,-3.531*** (1.13),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,2.1031625139134515,Mixed Outcome,Mixed Outcome,0.9179092467279656,0.0219487727101904,spec_im_attack,Expands Expression,**,2.103** (0.918),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.773245438378227,Contracts Expression,Contracts Expression,0.3050998513393225,0.0112639676402123,spec_im_attack,Expands Expression,**,-0.773** (0.305),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4832752173024679,Mixed Outcome,Mixed Outcome,0.3604120442314537,0.1799540870106034,spec_im_attack,Expands Expression,,-0.483 (0.36),expand,Expands Expression,mixed,expand
legal_common,1.89539263776249,Contracts Expression,Contracts Expression,0.3465966425859958,4.5364666162112255e-08,spec_im_attack,Expands Expression,***,1.895*** (0.347),expand,Expands Expression,contract,expand
legal_common,1.2181166945106332,Mixed Outcome,Mixed Outcome,0.3793069282928876,0.0013207729970718,spec_im_attack,Expands Expression,***,1.218*** (0.379),expand,Expands Expression,mixed,expand
legal_civil,0.2981526871396338,Contracts Expression,Contracts Expression,0.3311983270833563,0.3680010495466682,spec_im_attack,Expands Expression,,0.298 (0.331),expand,Expands Expression,contract,expand
legal_civil,0.0118213266843508,Mixed Outcome,Mixed Outcome,0.3520100020673317,0.9732101888531336,spec_im_attack,Expands Expression,,0.012 (0.352),expand,Expands Expression,mixed,expand
high_court,-0.5430244238517722,Contracts Expression,Contracts Expression,0.2750225013291138,0.0483280173883512,spec_im_attack,Expands Expression,**,-0.543** (0.275),expand,Expands Expression,contract,expand
high_court,0.0348556706174055,Mixed Outcome,Mixed Outcome,0.1601918118727768,0.8277508420980105,spec_im_attack,Expands Expression,,0.035 (0.16),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1368996928496463,Contracts Expression,Contracts Expression,0.2673961941641877,0.6086697461234918,spec_im_attack,Expands Expression,,-0.137 (0.267),expand,Expands Expression,contract,expand
j_ind_lag1,-0.369134713422954,Mixed Outcome,Mixed Outcome,0.1949597434543434,0.0583061028447322,spec_im_attack,Expands Expression,*,-0.369* (0.195),expand,Expands Expression,mixed,expand
wdj_press_lag1,0.5753380265347232,Contracts Expression,Contracts Expression,0.595774488062088,0.3341954928365959,spec_p_attack,Expands Expression,,0.575 (0.596),expand,Expands Expression,contract,expand
wdj_press_lag1,-1.0366695612951955,Mixed Outcome,Mixed Outcome,0.3790309294033139,0.0062370292431975,spec_p_attack,Expands Expression,***,-1.037*** (0.379),expand,Expands Expression,mixed,expand
v2jupoatck_lag1,0.1459609255397201,Contracts Expression,Contracts Expression,0.1236961487020042,0.2380019188200354,spec_p_attack,Expands Expression,,0.146 (0.124),expand,Expands Expression,contract,expand
v2jupoatck_lag1,-0.0229376276258357,Mixed Outcome,Mixed Outcome,0.0938680242428501,0.8069517111472364,spec_p_attack,Expands Expression,,-0.023 (0.094),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.5614230604608568,Contracts Expression,Contracts Expression,1.1740392627869145,0.0024175180141405,spec_p_attack,Expands Expression,***,-3.561*** (1.174),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,2.4333442199139634,Mixed Outcome,Mixed Outcome,0.8569403052785931,0.0045174012810586,spec_p_attack,Expands Expression,***,2.433*** (0.857),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.8198577851282487,Contracts Expression,Contracts Expression,0.3356680340015063,0.014587300604931,spec_p_attack,Expands Expression,**,-0.82** (0.336),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4621143911482549,Mixed Outcome,Mixed Outcome,0.3638376049057992,0.2040448521532455,spec_p_attack,Expands Expression,,-0.462 (0.364),expand,Expands Expression,mixed,expand
legal_common,1.8927536452611613,Contracts Expression,Contracts Expression,0.3473238512892462,5.050155260432672e-08,spec_p_attack,Expands Expression,***,1.893*** (0.347),expand,Expands Expression,contract,expand
legal_common,1.0433152484040888,Mixed Outcome,Mixed Outcome,0.3745276015152097,0.0053415046527279,spec_p_attack,Expands Expression,***,1.043*** (0.375),expand,Expands Expression,mixed,expand
legal_civil,0.3784670846806898,Contracts Expression,Contracts Expression,0.3553045267622565,0.2867896322247838,spec_p_attack,Expands Expression,,0.378 (0.355),expand,Expands Expression,contract,expand
legal_civil,0.3020603362752861,Mixed Outcome,Mixed Outcome,0.3059865182233182,0.3235599066648953,spec_p_attack,Expands Expression,,0.302 (0.306),expand,Expands Expression,mixed,expand
high_court,-0.5624347741938349,Contracts Expression,Contracts Expression,0.2772166013360209,0.0424721475196965,spec_p_attack,Expands Expression,**,-0.562** (0.277),expand,Expands Expression,contract,expand
high_court,0.0378017838000157,Mixed Outcome,Mixed Outcome,0.1520335461222485,0.8036384355523444,spec_p_attack,Expands Expression,,0.038 (0.152),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1428758865162389,Contracts Expression,Contracts Expression,0.2741773513359828,0.6022918550486622,spec_p_attack,Expands Expression,,-0.143 (0.274),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3729291647015542,Mixed Outcome,Mixed Outcome,0.1766750995874001,0.0347878686403907,spec_p_attack,Expands Expression,**,-0.373** (0.177),expand,Expands Expression,mixed,expand
wdj_govprot_lag1,0.3210529777774265,Contracts Expression,Contracts Expression,0.2563473305754424,0.2104190587480962,spec_govprot_attack,Expands Expression,,0.321 (0.256),expand,Expands Expression,contract,expand
wdj_govprot_lag1,-0.1041952840260026,Mixed Outcome,Mixed Outcome,0.2543548664582684,0.6820661369998264,spec_govprot_attack,Expands Expression,,-0.104 (0.254),expand,Expands Expression,mixed,expand
v2jupoatck_lag1,0.1962679752995773,Contracts Expression,Contracts Expression,0.1042616448818806,0.0597741073868866,spec_govprot_attack,Expands Expression,*,0.196* (0.104),expand,Expands Expression,contract,expand
v2jupoatck_lag1,-0.055188276335582,Mixed Outcome,Mixed Outcome,0.1018697599345613,0.5879884818763158,spec_govprot_attack,Expands Expression,,-0.055 (0.102),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.3766703228897805,Contracts Expression,Contracts Expression,1.1078427178420251,0.002303936505949,spec_govprot_attack,Expands Expression,***,-3.377*** (1.108),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,2.1096769459587787,Mixed Outcome,Mixed Outcome,0.9129930082528628,0.0208479781965355,spec_govprot_attack,Expands Expression,**,2.11** (0.913),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.7780424835559707,Contracts Expression,Contracts Expression,0.3296582331041732,0.018267606039774,spec_govprot_attack,Expands Expression,**,-0.778** (0.33),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.4902832957530119,Mixed Outcome,Mixed Outcome,0.3523613845681969,0.1640975717307865,spec_govprot_attack,Expands Expression,,-0.49 (0.352),expand,Expands Expression,mixed,expand
legal_common,1.7298955591131802,Contracts Expression,Contracts Expression,0.3346414445614299,2.3484647370611335e-07,spec_govprot_attack,Expands Expression,***,1.73*** (0.335),expand,Expands Expression,contract,expand
legal_common,1.1879091233591417,Mixed Outcome,Mixed Outcome,0.3757051994762849,0.0015679087547987,spec_govprot_attack,Expands Expression,***,1.188*** (0.376),expand,Expands Expression,mixed,expand
legal_civil,0.3893080745305027,Contracts Expression,Contracts Expression,0.3296232737562578,0.2375750193835862,spec_govprot_attack,Expands Expression,,0.389 (0.33),expand,Expands Expression,contract,expand
legal_civil,0.1691916752968247,Mixed Outcome,Mixed Outcome,0.3695740906425218,0.6470948592830292,spec_govprot_attack,Expands Expression,,0.169 (0.37),expand,Expands Expression,mixed,expand
high_court,-0.5096735051969933,Contracts Expression,Contracts Expression,0.2798685791981635,0.0685890313654943,spec_govprot_attack,Expands Expression,*,-0.51* (0.28),expand,Expands Expression,contract,expand
high_court,0.0180039029435995,Mixed Outcome,Mixed Outcome,0.1622296923455632,0.9116339090058954,spec_govprot_attack,Expands Expression,,0.018 (0.162),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.1975677226260508,Contracts Expression,Contracts Expression,0.2872299504328215,0.4915546981867443,spec_govprot_attack,Expands Expression,,-0.198 (0.287),expand,Expands Expression,contract,expand
j_ind_lag1,-0.3437271340574588,Mixed Outcome,Mixed Outcome,0.2138767102390196,0.1080264106633814,spec_govprot_attack,Expands Expression,,-0.344 (0.214),expand,Expands Expression,mixed,expand
wdj_citizen_lag1,0.2088768294939567,Contracts Expression,Contracts Expression,0.3937329448488741,0.5957626643589636,spec_c_reform_decision,Expands Expression,,0.209 (0.394),expand,Expands Expression,contract,expand
wdj_citizen_lag1,-0.5877524594954467,Mixed Outcome,Mixed Outcome,0.3823630997816207,0.1242546470831422,spec_c_reform_decision,Expands Expression,,-0.588 (0.382),expand,Expands Expression,mixed,expand
v2jureform_lag1,0.319400885652614,Contracts Expression,Contracts Expression,0.1244865058525942,0.0102953875317323,spec_c_reform_decision,Expands Expression,**,0.319** (0.124),expand,Expands Expression,contract,expand
v2jureform_lag1,0.1914738120346348,Mixed Outcome,Mixed Outcome,0.1856076332310431,0.3022570720168883,spec_c_reform_decision,Expands Expression,,0.191 (0.186),expand,Expands Expression,mixed,expand
v2x_polyarchy_lag1,-3.267963101064516,Contracts Expression,Contracts Expression,1.1605981165599186,0.0048662349933319,spec_c_reform_decision,Expands Expression,***,-3.268*** (1.161),expand,Expands Expression,contract,expand
v2x_polyarchy_lag1,1.9310744999677243,Mixed Outcome,Mixed Outcome,0.7907206472278009,0.0145992569303956,spec_c_reform_decision,Expands Expression,**,1.931** (0.791),expand,Expands Expression,mixed,expand
v2jureview_lag1,-0.613298958256751,Contracts Expression,Contracts Expression,0.298512903706475,0.0399259638192572,spec_c_reform_decision,Expands Expression,**,-0.613** (0.299),expand,Expands Expression,contract,expand
v2jureview_lag1,-0.2768086576992226,Mixed Outcome,Mixed Outcome,0.3574400716680505,0.4386825968072708,spec_c_reform_decision,Expands Expression,,-0.277 (0.357),expand,Expands Expression,mixed,expand
legal_common,1.811721179940076,Contracts Expression,Contracts Expression,0.373660522769238,1.243513304782961e-06,spec_c_reform_decision,Expands Expression,***,1.812*** (0.374),expand,Expands Expression,contract,expand
legal_common,1.064946811530092,Mixed Outcome,Mixed Outcome,0.4342721158303581,0.0141963250699887,spec_c_reform_decision,Expands Expression,**,1.065** (0.434),expand,Expands Expression,mixed,expand
legal_civil,0.3502923740865191,Contracts Expression,Contracts Expression,0.3368990955350454,0.2984539406944245,spec_c_reform_decision,Expands Expression,,0.35 (0.337),expand,Expands Expression,contract,expand
legal_civil,0.4537949931439838,Mixed Outcome,Mixed Outcome,0.2911639073215657,0.1191017167661666,spec_c_reform_decision,Expands Expression,,0.454 (0.291),expand,Expands Expression,mixed,expand
high_court,-0.3761167882240014,Contracts Expression,Contracts Expression,0.247091691667602,0.1279652451447871,spec_c_reform_decision,Expands Expression,,-0.376 (0.247),expand,Expands Expression,contract,expand
high_court,0.1074565455203614,Mixed Outcome,Mixed Outcome,0.1565315340074132,0.4924073386049957,spec_c_reform_decision,Expands Expression,,0.107 (0.157),expand,Expands Expression,mixed,expand
j_ind_lag1,-0.2376029213164148,Contracts Expression,Contracts Expression,0.2462815622372662,0.334664381427604,spec_c_reform_decision,Expands Expression,,-0.238 (0.246),expand,Expands Expression,contract,expand
j_ind_lag1,-0.4205783271009751,Mixed Outcome,Mixed Outcome,0.1752504053403337,0.0164008603529453,spec_c_reform_decision,Expands Expression,**,-0.421** (0.175),expand,Expands Expression,mixed,expand
wdj_intermediaries_lag1,0.7855858885282037,Contracts Expression,Contracts Expression,0.5807412475008557,0.1761420233240126,spec_im_reform_decision,Expands Expression,,0.786 (0.581),expand,Expands Expression,contract,expand
wdj_intermediaries_lag1,0.623355351746168,Mixed Outcome,Mixed Outcome,0.5442380437927324,0.2520548370893452,spec_im_reform_decision,Expands Expression,,0.623 (0.544),expand,Expands Expression,mixed,expand
