,Intercept,wdj_citizen_lag1,v2jupoatck_lag1,v2x_polyarchy_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1
940,1.0,0.0,-0.349,0.824,2.009,1.0,0.0,0.0,2.645
941,1.0,0.0,-0.349,0.824,2.009,1.0,0.0,1.0,2.583
942,1.0,0.0,-0.349,0.824,2.009,1.0,0.0,0.0,2.645
943,1.0,0.0,-0.349,0.824,2.009,1.0,0.0,1.0,2.583
944,1.0,0.0,-0.349,0.824,2.009,1.0,0.0,0.0,2.645
945,1.0,0.0,-0.349,0.824,2.009,1.0,0.0,0.0,2.645
946,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
947,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
948,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
949,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
950,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
951,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
952,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
953,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
954,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
955,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
956,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
957,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
958,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
959,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
960,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
961,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
962,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
963,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
964,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
965,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
966,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
967,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
968,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
969,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
970,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
971,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
972,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
973,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
974,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
975,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
976,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
977,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
978,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
979,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
980,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
981,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
982,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
983,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
984,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
985,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
986,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
987,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
988,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
989,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,1.0,2.583
990,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
991,1.0,0.0,-0.349,0.818,2.009,1.0,0.0,0.0,2.619
992,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
993,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,1.0,2.583
994,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
995,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
996,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
997,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,1.0,2.583
998,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
999,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1000,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1001,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1002,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1003,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1004,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1005,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1006,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1008,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1009,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1010,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1011,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1013,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,0.0,2.233
1015,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,1.0,2.583
1016,1.0,0.0,-0.68,0.815,2.009,1.0,0.0,1.0,2.583
1017,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1018,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1020,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1021,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1022,1.0,0.0,0.894,0.821,2.009,1.0,0.0,1.0,2.208
1023,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1024,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1025,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1026,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1027,1.0,0.0,0.894,0.821,2.009,1.0,0.0,0.0,2.184
1028,1.0,0.0,0.894,0.833,2.009,1.0,0.0,1.0,2.208
1030,1.0,0.0,0.894,0.833,2.009,1.0,0.0,1.0,2.208
1032,1.0,0.0,0.894,0.833,2.009,1.0,0.0,0.0,2.184
1035,1.0,0.0,0.894,0.833,2.009,1.0,0.0,0.0,2.184
1037,1.0,0.0,0.894,0.833,2.009,1.0,0.0,1.0,2.208
1038,1.0,0.0,0.894,0.833,2.009,1.0,0.0,0.0,2.184
1040,1.0,0.0,0.894,0.833,2.009,1.0,0.0,0.0,2.184
1042,1.0,0.0,0.894,0.833,2.009,1.0,0.0,1.0,2.208
1044,1.0,0.0,0.634,0.857,2.009,1.0,0.0,1.0,2.208
1048,1.0,0.0,0.634,0.857,2.009,1.0,0.0,0.0,2.184
1050,1.0,0.0,0.634,0.857,2.009,1.0,0.0,1.0,2.208
1051,1.0,0.0,0.634,0.857,2.009,1.0,0.0,1.0,2.208
1054,1.0,0.0,0.525,0.843,2.009,1.0,0.0,1.0,1.68
1055,1.0,0.0,0.525,0.843,2.009,1.0,0.0,0.0,2.102
1057,1.0,0.0,0.525,0.843,2.009,1.0,0.0,0.0,2.102
1058,1.0,0.0,0.525,0.843,2.009,1.0,0.0,0.0,2.102
1059,1.0,0.0,0.98,0.912,1.893,0.0,1.0,0.0,1.892
1062,1.0,0.366013072,-1.591,0.312,1.041,0.0,1.0,0.0,-1.884
1063,1.0,0.0,0.667,0.149,-1.011,0.0,1.0,0.0,-0.844
1064,1.0,0.0,0.667,0.149,-1.011,0.0,1.0,0.0,-0.844
1066,1.0,0.0,1.127,0.147,-1.011,0.0,1.0,0.0,-0.844
1067,1.0,0.0,0.59,0.31,1.295,0.0,0.0,1.0,1.019
1070,1.0,0.0,0.293,0.289,1.774,0.0,0.0,1.0,0.412
1071,1.0,0.0,0.293,0.303,1.774,0.0,0.0,1.0,0.412
1072,1.0,0.0,0.444,0.302,1.774,0.0,0.0,1.0,0.412
1074,1.0,0.0,0.242,0.299,1.728,0.0,0.0,0.0,-0.37
